2017 NAICS,2017 NAICS TITLE,ISIC,ISIC TITLE,Explanatory Notes
339990,All other miscellaneous manufacturing,3220,Manufacture of musical instruments,"Musical instruments (except game calls) and music boxes, manufacturing"
339990,All other miscellaneous manufacturing,3240,Manufacture of games and toys,"Coin-operated amusement machines (except juke boxes), manufacturing"
339990,All other miscellaneous manufacturing,3290,Other manufacturing n.e.c.,"Other products n.e.c. (e.g., brooms and brushes; coffins and caskets; candles; zippers, geographic globes,), manufacturing"
411110,Live animal merchant wholesalers,4620,Wholesale of agricultural raw materials and live animals,"Live animal, wholesale"
411120,Oilseed and grain merchant wholesalers,4620,Wholesale of agricultural raw materials and live animals,"Oilseed and grain, wholesale"
411130,Nursery stock and plant merchant wholesalers,4620,Wholesale of agricultural raw materials and live animals,"Nursery stock and plant, wholesale"
411190,Other farm product merchant wholesalers,4610,Wholesale on a fee or contract basis,"Tobacco auctioning, with own facilities"
411190,Other farm product merchant wholesalers,4620,Wholesale of agricultural raw materials and live animals,"Agricultural products n.e.c. (e.g., animal hair; raw wool and cotton; feathers; hides; unshelled nuts; tobacco leaf), wholesale"
411190,Other farm product merchant wholesalers,4630,"Wholesale of food, beverages and tobacco","Raw fluid milk; cocoa beans; and raw sugar, wholesale"
412110,Petroleum and petroleum products merchant wholesalers,4661,"Wholesale of solid, liquid and gaseous fuels and related products","Petroleum product (including concentrates), wholesale"
413110,General-line food merchant wholesalers,4630,"Wholesale of food, beverages and tobacco","General-line food, wholesale"
413120,Dairy and milk products merchant wholesalers,4630,"Wholesale of food, beverages and tobacco","Dairy and milk products, wholesale"
413130,Poultry and egg merchant wholesalers,4630,"Wholesale of food, beverages and tobacco","Poultry and egg, wholesale"
413140,Fish and seafood product merchant wholesalers,4630,"Wholesale of food, beverages and tobacco","Fish and seafood product, wholesale"
413150,Fresh fruit and vegetable merchant wholesalers,4630,"Wholesale of food, beverages and tobacco","Fresh fruit and vegetable, wholesale"
413160,Red meat and meat product merchant wholesalers,4630,"Wholesale of food, beverages and tobacco","Red meat and meat product, wholesale"
413190,Other specialty-line food merchant wholesalers,4630,"Wholesale of food, beverages and tobacco","Food products n.e.c. (e.g., canned foods; breakfast cereals; candy; coffee; frozen packaged foods; jams; processed nuts; and other specialty-line foods), wholesale"
413190,Other specialty-line food merchant wholesalers,4669,Wholesale of waste and scrap and other products n.e.c.,"Flavoring extracts, wholesale"
413210,Non-alcoholic beverage merchant wholesalers,4630,"Wholesale of food, beverages and tobacco","Non-alcoholic beverage, wholesale"
413220,Alcoholic beverage merchant wholesalers,4630,"Wholesale of food, beverages and tobacco","Alcoholic beverage, wholesale"
413310,Cigarette and tobacco product merchant wholesalers,4630,"Wholesale of food, beverages and tobacco","Cigarette and tobacco product, wholesale"
413410,Cannabis merchant wholesalers,4669,Wholesale of waste and scrap and other products n.e.c,"cannabis and marijuana product merchant wholesalers, dried cannabis merchant wholesalers"
413410,Cannabis merchant wholesalers,4620,Wholesale of agricultural raw materials and live animal,cannabis and marijuana merchant wholesalers
414110,Clothing and clothing accessories merchant wholesalers,4641,"Wholesale of textiles, clothing and footwear","Apparel and apparel accessories, wholesale"
414110,Clothing and clothing accessories merchant wholesalers,4649,Wholesale of other household goods,"Handbags, purses, pocket books, and umbrellas, wholesale"
414120,Footwear merchant wholesalers,4641,"Wholesale of textiles, clothing and footwear","Footwear (including leather), wholesale"
414130,"Piece goods, notions and other dry goods merchant wholesalers",4641,"Wholesale of textiles, clothing and footwear","Piece goods, yarn, thread, notions (e.g., needles, thimbles, clothing fasteners, findings), wholesale"
414130,"Piece goods, notions and other dry goods merchant wholesalers",4649,Wholesale of other household goods,"Paper patterns for clothing, wholesale"
414210,Home entertainment equipment merchant wholesalers,4649,Wholesale of other household goods,"Home entertainment equipment, wholesale"
414220,Household appliance merchant wholesalers,4649,Wholesale of other household goods,"Household appliance, wholesale"
414310,"China, glassware, crockery and pottery merchant wholesalers",4649,Wholesale of other household goods,"China, glassware, crockery and pottery, wholesale"
414320,Floor covering merchant wholesalers,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies","Floor covering, wholesale"
414330,"Linen, drapery and other textile furnishings merchant wholesalers",4641,"Wholesale of textiles, clothing and footwear","Linen, drapery and other textile furnishings, wholesale"
414390,Other home furnishings merchant wholesalers,4641,"Wholesale of textiles, clothing and footwear","Blinds and shades, wholesale"
414390,Other home furnishings merchant wholesalers,4649,Wholesale of other household goods,"Household furniture (including outdoor), woodenware, corkware, wickerwear, wholesale"
414390,Other home furnishings merchant wholesalers,4659,Wholesale of other machinery and equipment,"Institutional furniture, wholesale"
414390,Other home furnishings merchant wholesalers,4690,Non-specialized wholesale trade,"General non-durable home furnishings merchandise (e.g., art and decorative ware), wholesale"
414410,Jewellery and watch merchant wholesalers,4649,Wholesale of other household goods,"Jewellery (except precious stones), watches and silverware, wholesale"
414410,Jewellery and watch merchant wholesalers,4669,Wholesale of waste and scrap and other products n.e.c.,"Precious stones, wholesale"
414420,"Book, periodical and newspaper merchant wholesalers",4649,Wholesale of other household goods,"Book, periodical and newspaper, wholesale"
414430,Photographic equipment and supplies merchant wholesalers,4649,Wholesale of other household goods,"Photographic equipment and supplies (except chemicals), wholesale"
414430,Photographic equipment and supplies merchant wholesalers,4669,Wholesale of waste and scrap and other products n.e.c.,"Photographic chemicals, wholesale"
414440,Sound recording merchant wholesalers,4649,Wholesale of other household goods,"Sound recording, wholesale"
414450,Video recording merchant wholesalers,4649,Wholesale of other household goods,"Video cassette, wholesale"
414460,Toy and hobby goods merchant wholesalers,4649,Wholesale of other household goods,"Toy and hobby goods, wholesale"
414470,Amusement and sporting goods merchant wholesalers,4510,Sale of motor vehicles,"Go-carts, wholesale"
414470,Amusement and sporting goods merchant wholesalers,4649,Wholesale of other household goods,"Recreation and sporting goods (including sporting firearms), wholesale"
414470,Amusement and sporting goods merchant wholesalers,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies","Hot tubs, wholesale"
414510,Pharmaceuticals and pharmacy supplies merchant wholesalers,4649,Wholesale of other household goods,"Pharmaceuticals and pharmacy supplies, wholesale"
414520,"Toiletries, cosmetics and sundries merchant wholesalers",4649,Wholesale of other household goods,"Toiletries, cosmetics and sundries, wholesale"
415110,New and used automobile and light-duty truck merchant wholesalers,4510,Sale of motor vehicles,"New and used automobile and light-duty truck, wholesale"
415120,"Truck, truck tractor and bus merchant wholesalers",4510,Sale of motor vehicles,"Truck, truck tractor and bus, wholesale"
415190,Recreational and other motor vehicles merchant wholesalers,4510,Sale of motor vehicles,"Recreational vehicles and trailers, commercial trailers, wholesale"
415190,Recreational and other motor vehicles merchant wholesalers,4530,Sale of motor vehicle parts and accessories,"Motor vehicle bodies, wholesale"
415190,Recreational and other motor vehicles merchant wholesalers,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories","All-terrain vehicles, motorcycles and snowmobiles, wholesale"
415210,Tire merchant wholesalers,4530,Sale of motor vehicle parts and accessories,"Tires and tubes (except motorcycles), wholesale"
415210,Tire merchant wholesalers,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories","Motorcycle tires and tubes, wholesale"
415290,Other new motor vehicle parts and accessories merchant wholesalers,4530,Sale of motor vehicle parts and accessories,"New and rebuilt motor vehicle parts and accessories (except tires and tubes), wholesale"
415290,Other new motor vehicle parts and accessories merchant wholesalers,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories","Motorcycle and snowmobile parts, wholesale"
415290,Other new motor vehicle parts and accessories merchant wholesalers,4649,Wholesale of other household goods,"Motor vehicle sound systems, wholesale"
415290,Other new motor vehicle parts and accessories merchant wholesalers,4669,Wholesale of waste and scrap and other products n.e.c.,"Automotive chemicals (e.g., anti-freeze, body compounds, oil additives), wholesale"
415310,Used motor vehicle parts and accessories merchant wholesalers,4530,Sale of motor vehicle parts and accessories,"Used motor vehicle parts and accessories, wholesale"
415310,Used motor vehicle parts and accessories merchant wholesalers,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories","Motorcycle parts, used, wholesale"
416110,Electrical wiring and construction supplies merchant wholesalers,4649,Wholesale of other household goods,"Electric lamps and lighting fixtures, lamp bulbs, flashlights, wholesale"
416110,Electrical wiring and construction supplies merchant wholesalers,4652,Wholesale of electronic and telecommunications equipment and parts,Wholesaler-distributors of security systems
416110,Electrical wiring and construction supplies merchant wholesalers,4659,Wholesale of other machinery and equipment,"Electrical wire, generation and transmission equipment, and construction supplies, wholesale"
416120,"Plumbing, heating and air-conditioning equipment and supplies merchant wholesalers",4649,Wholesale of other household goods,"Non-electric cooking stoves and ranges, wholesale"
416120,"Plumbing, heating and air-conditioning equipment and supplies merchant wholesalers",4659,Wholesale of other machinery and equipment,"Electrical pumps (except industrial), wholesale"
416120,"Plumbing, heating and air-conditioning equipment and supplies merchant wholesalers",4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies","Plumbing, heating and air-conditioning equipment and supplies, wholesale"
416210,Metal service centres,4662,Wholesale of metals and metal ores,"Metals (except precious) in primary forms, wholesale"
416210,Metal service centres,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies","Architectural metal products, wholesale"
416310,General-line building supplies merchant wholesalers,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies","General-line building supplies, wholesale"
416320,"Lumber, plywood and millwork merchant wholesalers",4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies","Lumber, plywood and millwork, wholesale"
416330,Hardware merchant wholesalers,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies","Hardware, wholesale"
416340,"Paint, glass and wallpaper merchant wholesalers",4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies","Paint, glass, and wallpaper, wholesale"
416340,"Paint, glass and wallpaper merchant wholesalers",4669,Wholesale of waste and scrap and other products n.e.c.,"Pigments and colours, wholesale"
416390,Other specialty-line building supplies merchant wholesalers,4649,Wholesale of other household goods,"Kitchen cabinets and counter tops, wholesale"
416390,Other specialty-line building supplies merchant wholesalers,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies","Building supplies n.e.c. (e.g., caulking materials, asphalt roofing; building stone; cement; drywall; insulation; metal windows; ornamental hand railings; fencing, gates and accessories), wholesale"
417110,"Farm, lawn and garden machinery and equipment merchant wholesalers",4653,"Wholesale of agricultural machinery, equipment and supplies","Farm, lawn and garden machinery and equipment, wholesale"
417210,"Construction and forestry machinery, equipment and supplies merchant wholesalers",4659,Wholesale of other machinery and equipment,"Construction and forestry machinery, equipment and supplies, wholesale"
417220,"Mining and oil and gas well machinery, equipment and supplies merchant wholesalers",4659,Wholesale of other machinery and equipment,"Mining, oil and gas well and refining machinery, equipment and supplies, wholesale"
417220,"Mining and oil and gas well machinery, equipment and supplies merchant wholesalers",4669,Wholesale of waste and scrap and other products n.e.c.,"Drilling mud, wholesale"
417230,"Industrial machinery, equipment and supplies merchant wholesalers",4659,Wholesale of other machinery and equipment,"Industrial machinery, equipment and supplies, wholesale"
417230,"Industrial machinery, equipment and supplies merchant wholesalers",4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies","Welding electrodes and wire, wholesale"
417230,"Industrial machinery, equipment and supplies merchant wholesalers",4669,Wholesale of waste and scrap and other products n.e.c.,"Printer's ink, wholesale"
417310,"Computer, computer peripheral and pre-packaged software merchant wholesalers",4651,"Wholesale of computers, computer peripheral equipment and software",
417320,"Electronic components, navigational and communications equipment and supplies merchant wholesalers",4652,Wholesale of electronic and telecommunications equipment and parts,"Communications equipment and parts; and other electronic components, wholesale"
417320,"Electronic components, navigational and communications equipment and supplies merchant wholesalers",4659,Wholesale of other machinery and equipment,"Sonar and radar equipment, wholesale"
417910,Office and store machinery and equipment merchant wholesalers,4652,Wholesale of electronic and telecommunications equipment and parts,"Blank magnetic recording media, wholesale"
417910,Office and store machinery and equipment merchant wholesalers,4659,Wholesale of other machinery and equipment,"Office and store machinery and equipment and furniture, wholesale"
417920,"Service establishment machinery, equipment and supplies merchant wholesalers",4649,Wholesale of other household goods,"Janitors' supplies, wholesale"
417920,"Service establishment machinery, equipment and supplies merchant wholesalers",4659,Wholesale of other machinery and equipment,"Service establishment machinery and equipment (e.g., barber shop; car wash; undertakers'; dry cleaning; restaurant; cinema); coin-operated game machines, wholesale"
417920,"Service establishment machinery, equipment and supplies merchant wholesalers",4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies","Water softening equipment; commercial and industrial cutlery, wholesale"
417930,"Professional machinery, equipment and supplies merchant wholesalers",4649,Wholesale of other household goods,"Surgical and orthopedic instruments; ophthalmic goods; dentists' supplies; prosthetics; safety equipment, wholesale"
417930,"Professional machinery, equipment and supplies merchant wholesalers",4659,Wholesale of other machinery and equipment,"Professional equipment n.e.c. (e.g., engineering instruments; dental, medical and hospital equipment), wholesale"
417930,"Professional machinery, equipment and supplies merchant wholesalers",4690,Non-specialized wholesale trade,"Artist equipment and supplies, wholesale"
417990,"All other machinery, equipment and supplies merchant wholesalers",4649,Wholesale of other household goods,"Boats, pleasure (e.g., canoes, motorboats, sailboats), wholesale; playground equipment, wholesale"
417990,"All other machinery, equipment and supplies merchant wholesalers",4659,Wholesale of other machinery and equipment,"Machinery and equipment n.e.c. (e.g., amusement park equipment, transportation equipment (except trucks), service station equipment and supplies, aircraft or marine engines and parts, and similar), wholesale"
418110,Recyclable metal merchant wholesalers,3830,Materials recovery,"Ships, dismantling"
418110,Recyclable metal merchant wholesalers,4669,Wholesale of waste and scrap and other products n.e.c.,"Metal scrap and waste (sorting and grading), wholesale; cutting-up metal waste for direct input into metal mills"
418120,Recyclable paper and paperboard merchant wholesalers,4669,Wholesale of waste and scrap and other products n.e.c.,"Recyclable paper and paperboard, wholesale"
418190,Other recyclable material merchant wholesalers,3830,Materials recovery,Shredding tires for rubber and metal content; grinding plastic containers
418190,Other recyclable material merchant wholesalers,4669,Wholesale of waste and scrap and other products n.e.c.,"Waste material (except metal and paper), wholesaling without transformation"
418210,Stationery and office supplies merchant wholesalers,4649,Wholesale of other household goods,"Stationery and office supplies, wholesale"
418220,Other paper and disposable plastic product merchant wholesalers,4649,Wholesale of other household goods,"Household paper products and disposable plastic cups, plates, cutlery and food trays and containers, wholesale"
418220,Other paper and disposable plastic product merchant wholesalers,4669,Wholesale of waste and scrap and other products n.e.c.,"Newsprint, fine, printing or writing paper, and paper products n.e.c. (e.g., paperboard boxes, sanitary paper, kraft wrapping paper), wholesale"
418310,Agricultural feed merchant wholesalers,4620,Wholesale of agricultural raw materials and live animals,"Agricultural feed (except pet food), wholesale"
418310,Agricultural feed merchant wholesalers,4630,"Wholesale of food, beverages and tobacco","Pet food, wholesale"
418320,Seed merchant wholesalers,4620,Wholesale of agricultural raw materials and live animals,"Seed, wholesale"
418390,Agricultural chemical and other farm supplies merchant wholesalers,4669,Wholesale of waste and scrap and other products n.e.c.,"Agricultural chemical and other farm supplies, wholesale"
418410,Chemical (except agricultural) and allied product merchant wholesalers,4649,Wholesale of other household goods,"Bleaches and cleaning compounds, soaps, fabric softeners, laundry starches, polishes and waxes, wholesale"
418410,Chemical (except agricultural) and allied product merchant wholesalers,4659,Wholesale of other machinery and equipment,"Fire extinguisher preparations; boiler chemicals, wholesale"
418410,Chemical (except agricultural) and allied product merchant wholesalers,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies","Turpentine, wholesale"
418410,Chemical (except agricultural) and allied product merchant wholesalers,4669,Wholesale of waste and scrap and other products n.e.c.,"Chemical (except agricultural) and allied products (e.g., adhesives, sealants), wholesale"
418910,Log and wood chip merchant wholesalers,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies","Log and wood chip, wholesale"
418920,"Mineral, ore and precious metal merchant wholesalers",4662,Wholesale of metals and metal ores,"Metal ores and concentrates (including precious metals in primary forms), wholesale"
418920,"Mineral, ore and precious metal merchant wholesalers",4669,Wholesale of waste and scrap and other products n.e.c.,"Crude, non-metallic minerals and concentrates (except petroleum), wholesale"
418930,Second-hand goods (except machinery and automotive) merchant wholesalers,4641,"Wholesale of textiles, clothing and footwear","Used clothing, wholesale"
418930,Second-hand goods (except machinery and automotive) merchant wholesalers,4649,Wholesale of other household goods,"Used household furniture and furnishings; books, wholesale"
418990,All other merchant wholesalers,4620,Wholesale of agricultural raw materials and live animals,"Leather; natural Christmas trees; and soil, wholesale"
418990,All other merchant wholesalers,4630,"Wholesale of food, beverages and tobacco","Fish-oil; ice, wholesale"
418990,All other merchant wholesalers,4641,"Wholesale of textiles, clothing and footwear","Textile bags, wholesale"
418990,All other merchant wholesalers,4649,Wholesale of other household goods,"All other household goods (e.g., musical instruments, leather goods (except footwear and apparel), paper novelties, pet supplies (except food), wigs, artificial Christmas trees), wholesale"
418990,All other merchant wholesalers,4653,"Wholesale of agricultural machinery, equipment and supplies","Wood shavings, wholesale"
418990,All other merchant wholesalers,4659,Wholesale of other machinery and equipment,"Cordage, rope and twine; industrial brushes and brooms; broom and mop handles; and containers, wholesale"
418990,All other merchant wholesalers,4661,"Wholesale of solid, liquid and gaseous fuels and related products","Coal, coke, charcoal and firewood, wholesale"
418990,All other merchant wholesalers,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies","Mobile homes, wholesale"
418990,All other merchant wholesalers,4669,Wholesale of waste and scrap and other products n.e.c.,"Plastics foam, crude rubber, cooperage stock, box shook, wholesale"
418990,All other merchant wholesalers,4690,Non-specialized wholesale trade,All other wholesaler-distributors n.e.c.
419110,Business-to-business electronic markets,4510,Sale of motor vehicles,"Automobiles, new and used, business-to-business (B2B) electronic markets, wholesale"
419110,Business-to-business electronic markets,4530,Sale of motor vehicle parts and accessories,"Motor vehicle parts and accessories, new, business-to-business (B2B) electronic markets, wholesale"
419110,Business-to-business electronic markets,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories","Motorcycle and parts, business-to-business (B2B) electronic markets, wholesale"
419110,Business-to-business electronic markets,4610,Wholesale on a fee or contract basis,"B2B markets for a variety of goods or for specialized sale of particular products or ranges of products n.e.c, including personal, household, industrial and commercial goods"
419120,Wholesale trade agents and brokers,4510,Sale of motor vehicles,"Motor vehicles, wholesale agents and brokers"
419120,Wholesale trade agents and brokers,4530,Sale of motor vehicle parts and accessories,"New and rebuilt auto parts, wholesale agents and brokers"
419120,Wholesale trade agents and brokers,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",Motorcycle agents and brokers
419120,Wholesale trade agents and brokers,4610,Wholesale on a fee or contract basis,"Agents and brokers for a variety of goods or for particular products or ranges of products, including cannabis products, n.e.c."
441110,New car dealers,4510,Sale of motor vehicles,New car dealers
441120,Used car dealers,4510,Sale of motor vehicles,Used car dealers
441210,Recreational vehicle dealers,4510,Sale of motor vehicles,"Motor homes and travel trailers, retail"
441210,Recreational vehicle dealers,4530,Sale of motor vehicle parts and accessories,"Recreational vehicle parts and accessories, retail"
441220,"Motorcycle, boat and other motor vehicle dealers",3315,"Repair of transport equipment, except motor vehicles","Boats, new, retail and repair, primarily repair"
441220,"Motorcycle, boat and other motor vehicle dealers",4510,Sale of motor vehicles,"Motorized vehicles n.e.c. (e.g., dune buggies, go-carts, golf carts); utility trailers, retail"
441220,"Motorcycle, boat and other motor vehicle dealers",4540,"Sale, maintenance and repair of motorcycles and related parts and accessories","All-terrain vehicles, motorcycles, and snowmobiles; motorcycle parts stores, retail"
441220,"Motorcycle, boat and other motor vehicle dealers",4763,Retail sale of sporting equipment in specialized stores,"Boats and motors, and aircraft, retail"
441220,"Motorcycle, boat and other motor vehicle dealers",4773,Other retail sale of new goods in specialized stores,"Aircraft dealers, retail"
441310,Automotive parts and accessories stores,4530,Sale of motor vehicle parts and accessories,"Automotive parts, batteries and accessories, retail"
441310,Automotive parts and accessories stores,4742,Retail sale of audio and video equipment in specialized stores,"Motor vehicle sound systems, retail"
441320,Tire dealers,4530,Sale of motor vehicle parts and accessories,"Motorcycle tire dealers, new and used, retail"
441320,Tire dealers,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories","Tires and tubes, retail"
442110,Furniture stores,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",Household furniture stores
442210,Floor covering stores,4753,"Retail sale of carpets, rugs, wall and floor coverings in specialized stores",Floor covering stores
442291,Window treatment stores,4753,"Retail sale of carpets, rugs, wall and floor coverings in specialized stores","Curtain, drapery, blind and shade stores"
442291,Window treatment stores,9524,Repair of furniture and home furnishings,Retailing new blinds and shades in combination with repair as primary source of receipts
442292,Print and picture frame stores,4773,Other retail sale of new goods in specialized stores,Print and picture frame stores
442298,All other home furnishings stores,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores","All other home furnishings stores (e.g., china, cutlery, kitchenware, linen shops)"
443143,"Appliance, television and other electronics stores",4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",Telephone stores
443143,"Appliance, television and other electronics stores",4742,Retail sale of audio and video equipment in specialized stores,Entertainment equipment stores
443143,"Appliance, television and other electronics stores",4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",Household appliances stores
443143,"Appliance, television and other electronics stores",9521,Repair of consumer electronics,Retailing new and repairing consumer electronics products with repair as primary source of receipts
443143,"Appliance, television and other electronics stores",9522,Repair of household appliances and home and garden equipment,"Retailing new appliances, combined with repair services as primary source of receipts"
443144,Computer and software stores,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores","Computers, peripherals and non-customized software, wholesale"
443145,Camera and photographic supplies stores,3313,Repair of electronic and optical equipment,Retail and repair of cameras and photographic equipment as primary source of receipts
443145,Camera and photographic supplies stores,4773,Other retail sale of new goods in specialized stores,Camera and photographic supply stores
443146,Audio and video recordings stores,4762,Retail sale of music and video recordings in specialised stores,
444110,Home centres,4752,"Retail sale of hardware, paints and glass in specialized stores","Building supplies, retailed in home centres"
444120,Paint and wallpaper stores,4752,"Retail sale of hardware, paints and glass in specialized stores",Paint stores
444120,Paint and wallpaper stores,4753,"Retail sale of carpets, rugs, wall and floor coverings in specialized stores",Wallpaper stores
444130,Hardware stores,4752,"Retail sale of hardware, paints and glass in specialized stores",Hardware stores
444190,Other building material dealers,4752,"Retail sale of hardware, paints and glass in specialized stores","Specialized building supply stores (e.g., lumber, electrical, plumbing)"
444190,Other building material dealers,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",Lighting fixture stores
444210,Outdoor power equipment stores,4752,"Retail sale of hardware, paints and glass in specialized stores",Outdoor power equipment stores
444210,Outdoor power equipment stores,9522,Repair of household appliances and home and garden equipment,"Retailing new outdoor power equipment, in combination with repair as primary source of receipts"
444220,Nursery stores and garden centres,4773,Other retail sale of new goods in specialized stores,Nursery stores and garden centres
445110,Supermarkets and other grocery (except convenience) stores,4711,"Retail sale in non-specialized stores with food, beverages or tobacco predominating",Supermarkets and other grocery (except convenience) stores
445120,Convenience stores,4711,"Retail sale in non-specialized stores with food, beverages or tobacco predominating",Convenience stores
445210,Meat markets,4721,Retail sale of food in specialized stores,Meat markets
445220,Fish and seafood markets,4721,Retail sale of food in specialized stores,Fish and seafood markets
445230,Fruit and vegetable markets,4721,Retail sale of food in specialized stores,Fresh fruit and vegetable stores
445230,Fruit and vegetable markets,4781,"Retail sale via stalls and markets of food, beverages and tobacco products",Fresh fruit and vegetable markets and stalls
445291,Baked goods stores,4721,Retail sale of food in specialized stores,Baked goods stores
445292,Confectionery and nut stores,4721,Retail sale of food in specialized stores,Confectionery and nut stores
445299,All other specialty food stores,4721,Retail sale of food in specialized stores,Specialty food stores n.e.c.
445299,All other specialty food stores,4722,Retail sale of beverages in specialized stores,Bottled water and soft drink stores
445310,"Beer, wine and liquor stores",4722,Retail sale of beverages in specialized stores,"Beer, wine and liquor stores"
446110,Pharmacies and drug stores,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",Pharmacies and drug stores
446120,"Cosmetics, beauty supplies and perfume stores",4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores","Cosmetics, beauty supplies and perfume stores"
446130,Optical goods stores,4773,Other retail sale of new goods in specialized stores,Optical goods stores
446191,Food (health) supplement stores,4721,Retail sale of food in specialized stores,Food (health) supplement stores
446199,All other health and personal care stores,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",Medical and orthopedic goods stores
447110,Gasoline stations with convenience stores,4711,"Retail sale in non-specialized stores with food, beverages or tobacco predominating",Convenience stores with gasoline (primarily selling products other than gasoline)
447110,Gasoline stations with convenience stores,4730,Retail sale of automotive fuel in specialized stores,Gasoline stations with convenience stores (primarily selling gasoline)
447190,Other gasoline stations,4730,Retail sale of automotive fuel in specialized stores,Gasoline stations with fuel sales predominant
448110,Men's clothing stores,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",Men's clothing stores
448120,Women's clothing stores,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",Women's clothing stores
448130,Children's and infants' clothing stores,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",Children's and infants' clothing stores
448140,Family clothing stores,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",Family clothing stores
448150,Clothing accessories stores,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",Clothing accessory stores (except wig stores)
448150,Clothing accessories stores,4773,Other retail sale of new goods in specialized stores,Wig stores
448191,Fur stores,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",Fur stores
448199,All other clothing stores,4771,"Retail sale of clothing, footwear and leather articles in specialized stores","All other clothing stores (e.g., lingerie, women and children's sleepwear, riding apparel, raincoat)"
448210,Shoe stores,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",Shoe stores
448310,Jewellery stores,4773,Other retail sale of new goods in specialized stores,Jewellery stores
448310,Jewellery stores,9529,Repair of other personal and household goods,"Retailing and repairing new jewelry, clocks, and watches, repair primary source of revenue"
448320,Luggage and leather goods stores,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",Luggage and leather goods stores (except clothing accessories)
448320,Luggage and leather goods stores,9523,Repair of footwear and leather goods,"New luggage and leather goods, retail and repair"
451111,Golf equipment and supplies specialty stores,4763,Retail sale of sporting equipment in specialized stores,Retailing and repairing golf equipment and supplies
451112,Ski equipment and supplies specialty stores,4763,Retail sale of sporting equipment in specialized stores,Retailing and repairing ski equipment and supplies
451113,Cycling equipment and supplies specialty stores,4763,Retail sale of sporting equipment in specialized stores,Retailing and repairing cycling equipment and supplies
451113,Cycling equipment and supplies specialty stores,9529,Repair of other personal and household goods,"New bicycles combined with repair, repair as primary source of receipts, retail"
451119,All other sporting goods stores,4763,Retail sale of sporting equipment in specialized stores,Retailing and repairing all other sporting equipment and supplies
451120,"Hobby, toy and game stores",4764,Retail sale of games and toys in specialized stores,
451130,"Sewing, needlework and piece goods stores",4751,Retail sale of textiles in specialized stores,
451140,Musical instrument and supplies stores,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",Musical instrument and supplies stores
451140,Musical instrument and supplies stores,9529,Repair of other personal and household goods,"New musical instruments combined with repair, repair as primary source of receipts, retail"
451310,Book stores and news dealers,4761,"Retail sale of books, newspapers and stationary in specialized stores",Book stores and news dealers
452110,Department stores,4719,Other retail sale in non-specialized stores,Department stores
452910,Warehouse clubs,4711,"Retail sale in non-specialized stores with food, beverages or tobacco predominating","General line merchandise stores, where food, beverages and tobacco are predominant"
452910,Warehouse clubs,4719,Other retail sale in non-specialized stores,"General line merchandise stores, where food, beverages and tobacco are not predominant"
452991,Home and auto supplies stores,4530,Sale of motor vehicle parts and accessories,
452999,All other miscellaneous general merchandise stores,4719,Other retail sale in non-specialized stores,All other miscellaneous general merchandise stores
453110,Florists,4773,Other retail sale of new goods in specialized stores,Florists
